Rank,Company,Growth,Industry,Revenue ($M),State,City,Metro,Times on List
2791,Bar-All,135%,Health,19.78,Tennessee,Bon Aqua,-,1
2792,Bounteous,135%,IT System Development,45.77,Illinois,Chicago,Chicago,6
2793,Culture Studio,135%,Consumer Products & Services,12.16,Illinois,Chicago,Chicago,6
2794,DiamondBack Truck Covers,135%,Manufacturing,14.12,Pennsylvania,Philipsburg,"State College,PA",7
2795,Eight Bit Studios,135%,Software,5.09,Illinois,Chicago,Chicago,4
2796,ClickDimensions,135%,Software,37.02,Georgia,Atlanta,Atlanta,5
2797,Altura Engineering & Design,135%,Engineering,4.88,Texas,Amarillo,"Amarillo,TX",3
2798,Freedom Capital,135%,Consumer Products & Services,2.32,Pennsylvania,Lancaster,Lancaster,1
2799,Alarm Grid,135%,Security,3.50,Florida,Lighthouse Point,Miami,3
2800,Precision Precast Erectors,135%,Construction,9.75,Idaho,POST FALLS,"Coeur d'Alene,ID",4
2801,APS Marketing Group,135%,Advertising & Marketing,2.98,New York,Brooklyn,New York,2
2802,Boxwell Southwest,135%,Construction,3.05,Arizona,Phoenix,Phoenix,1
2803,TLC Associates,134%,Consumer Products & Services,46.98,Indiana,Cedar Rapids,"Cedar Rapids,IA",3
2804,E-Volve Systems,134%,Engineering,4.80,Ohio,Cincinnati,Cincinnati,4
2805,Cogent Analytics,134%,Business Products & Services,12.18,North Carolina,Greensboro,"Greensboro-High Point,NC",3
2806,MKS2 Technologies,134%,Government Services,6.51,Texas,Austin,Austin,3
2807,Hoss Industrial,134%,Business Products & Services,2.64,Louisiana,Sulphur,"Lake Charles,LA",1
2808,Healthcare IT Leaders,134%,Health,78.35,Georgia,Alpharetta,Atlanta,5
2809,Rekruiters,134%,IT Services,9.14,Texas,Houston,Houston,3
2810,Stoneridge Software,134%,Software,26.65,Minnesota,Barnesville,"Fargo-ND,MN",3
2811,Centex Technologies,134%,IT System Development,3.01,Texas,Killeen,Killeen,1
2812,Platinum Realty,134%,Real Estate,33.92,Kansas,Overland Park,Kansas City,8
2813,Phoenix Marketing International,134%,Advertising & Marketing,85.39,New York,Rhinebeck,Poughkeepsie,5
2814,Best Deal Car Service,134%,Logistics & Transportation,2.89,New York,Bronx,New York,2
2815,Survwest,134%,Engineering,6.34,Colorado,Denver,Denver,2
2816,Swarm,134%,Advertising & Marketing,16.47,Florida,Miami,Miami,2
2817,Nebo,134%,Advertising & Marketing,20.24,Georgia,Atlanta,Atlanta,9
2818,i3,134%,Government Services,69.84,Alabama,Huntsville,Huntsville,2
2819,Marshall Scientific,134%,Health,3.35,New Hampshire,Hampton,Boston,2
2820,JSL Technologies,133%,Government Services,29.80,California,Oxnard,Oxnard,4
2821,LUX Catering & Events,133%,Food & Beverage,5.95,Utah,Salt Lake City,Salt Lake City,1
2822,Above All Transportation/ Boston Car Service,133%,Logistics & Transportation,11.96,Massachusetts,Canton,Boston,1
2823,Durante Rentals,133%,Construction,37.12,New York,Mt. Vernon,New York,7
2824,MORGAN Li,133%,Manufacturing,47.63,Illinois,Chicago Heights,Chicago,1
2825,The Junkluggers,133%,Environmental Services,13.04,Connecticut,Stamford,Bridgeport,6
2826,Framework Solutions,133%,Business Products & Services,4.15,Connecticut,Danbury,"Torrington,CT",3
2827,Chief Outsiders,133%,Advertising & Marketing,12.82,Texas,Cypress,Houston,6
2828,Arcadia.io,133%,Health,35.44,Massachusetts,Burlington,Boston,1
2829,Rockwell Partners,133%,Real Estate,30.54,Illinois,Chicago,Chicago,2
2830,Cleanlife LED,133%,Manufacturing,6.60,Ohio,Cleveland,Cleveland,3
2831,Gorgo Group,133%,Business Products & Services,23.75,New Jersey,Vineland,Vineland,1
2832,Vigilant Global Trade Services,132%,Business Products & Services,6.03,Ohio,Shaker Heights,Cleveland,3
2833,Xtelligent Healthcare Media,132%,Advertising & Marketing,4.14,Massachusetts,DANVERS,Boston,1
2834,acquisitionsandrenewals.com,132%,Telecommunications,13.70,California,Henderson,Las Vegas,5
2835,Visual Connections,132%,Government Services,25.59,Maryland,Windsor Mill,Baltimore,4
2836,WebIT Services,132%,IT Management,2.55,Illinois,Naperville,Chicago,1
2837,CaliChi Design Group,132%,Engineering,2.01,California,Oakland,San Francisco,1
2838,Rescue | The Behavior Change Agency,132%,Advertising & Marketing,67.85,California,San Diego,San Diego,11
2839,Budget Dumpster,132%,Environmental Services,68.26,Ohio,Westlake,Cleveland,5
2840,Riverside Payments,132%,Business Products & Services,9.59,Washington,VANCOUVER,Portland,2
2841,Bellwether Asset Management,132%,Real Estate,10.72,California,El Segundo,Los Angeles,1
2842,Mobilewalla,132%,Software,8.85,Georgia,Atlanta,Atlanta,1
2843,Cantey Technology,132%,IT Management,7.86,South Carolina,North Charleston,Charleston,7
2844,HHAeXchange,132%,Health,25.03,New York,Long Island City,New York,5
2845,The Saywitz Company,132%,Real Estate,14.47,California,Newport Beach,Los Angeles,5
2846,Bayone Solutions,132%,IT Management,39.57,California,Pleasanton,San Francisco,3
2847,SmarterHQ,132%,Software,8.88,Indiana,Indianapolis,Indianapolis,4
2848,OpenWater Software,132%,Software,3.98,Virginia,Arlington,"Washington,DC",3
2849,G Adventures,132%,Travel & Hospitality,92.81,Massachusetts,Boston,Boston,2
2850,Plenus Group,132%,Manufacturing,28.38,Massachusetts,Lowell,Boston,7
2851,Medical Weight Loss by Healthogenics,132%,Health,3.13,Georgia,Atlanta,"Gainesville,GA",2
2852,InsureYourCompany.com,132%,Insurance,4.87,New Jersey,Manalapan,New York,1
2853,Simon Transport,131%,Logistics & Transportation,8.30,Utah,Salt Lake City,Salt Lake City,2
2854,Beverly Hills Rejuvenation Center,131%,Health,15.89,California,Los Angeles,Los Angeles,1
2855,SmartSites,131%,Advertising & Marketing,4.91,New Jersey,Paramus,New York,3
2856,Transportation and Logistical Services,131%,Logistics & Transportation,12.81,Alabama,Birmingham,Birmingham,1
2857,Logistics Plus,131%,Logistics & Transportation,195.69,Pennsylvania,Erie,"Erie,PA",5
2858,Search Solution Group,131%,Human Resources,8.78,North Carolina,Charlotte,Charlotte,5
2859,Meriwether & Tharp,131%,Consumer Products & Services,9.67,Georgia,Johns Creek,Atlanta,3
2860,CI&T,131%,Business Products & Services,60.48,New York,New York,New York,3
2861,Elements Massage,131%,Health,21.81,Colorado,Englewood,Denver,2
2862,Renatus,131%,Education,26.46,Utah,Centerville,Ogden,3
2863,Parkmobile,131%,Software,26.73,Georgia,Atlanta,Atlanta,2
2864,iKeyless,131%,Manufacturing,66.79,Kentucky,Louisville,Louisville,4
2865,VLK Architects,131%,Construction,46.17,Texas,Ft Worth,Dallas,2
2866,Katom Restaurant Supply,131%,Business Products & Services,152.27,Tennessee,Kodak,"Sevierville,TN",11
2867,Royal Vending,131%,Food & Beverage,3.34,Oregon,Tigard,Portland,2
2868,WLE,131%,Construction,20.29,Texas,Austin,Austin,1
2869,Quality Engineering & Surveying,131%,Engineering,5.68,Louisiana,Port Vincent,Baton Rouge,4
2870,Keeping Current Matters,130%,Business Products & Services,4.39,Virginia,Richmond,New York,2
2871,HomeCare Connect,130%,Insurance,33.13,Florida,Winter Park,Orlando,2
2872,Mission Driven Research,130%,Government Services,3.36,Alabama,Huntsville,Huntsville,3
2873,Brown Parker & DeMarinis Advertising,130%,Advertising & Marketing,35.03,Florida,Boca Raton,Miami,1
2874,Lendr,130%,Financial Services,16.52,Illinois,Chicago,Chicago,2
2875,Flow Right Plumbing-Heating & Cooling,130%,Construction,8.15,Colorado,Pueblo,"Pueblo,CO",2
2876,Erben Associates,130%,Financial Services,3.59,Texas,Austin,Austin,2
2877,AmeriPharma,130%,Health,31.69,California,Orange,Los Angeles,1
2878,First National Title Insurance Company,130%,Insurance,115.01,Texas,Plano,Dallas,3
2879,Ripple,130%,IT Management,4.34,Georgia,Atlanta,Atlanta,1
2880,TWG Security,130%,Security,4.00,Pennsylvania,EMMAUS,Allentown,3
2881,D&B Precision Cutting and Manufacturing,130%,Manufacturing,3.73,Texas,San Antonio,San Antonio,2
2882,Triumph Services,130%,Human Resources,3.19,Virginia,Henrico,Richmond,2
2883,Gant Systems,130%,IT Management,2.85,Tennessee,Bartlett,Memphis,2
2884,Studio98,130%,Advertising & Marketing,3.42,Florida,Clearwater,Tampa,1
2885,Boomsourcing,130%,Business Products & Services,12.01,Utah,Lehi,Provo,4
2886,BirdDogHR,130%,Software,9.75,Iowa,Des Moines,Des Moines,5
2887,Texadia Systems,130%,Engineering,10.23,Texas,Dallas,Dallas,1
2888,thomastech,130%,Computer Hardware,7.23,Ohio,Medina,Cleveland,2
2889,ROI Healthcare Solutions,130%,Health,52.97,Georgia,Atlanta,Atlanta,3
2890,Output,130%,Software,7.77,California,Los Angeles,Los Angeles,2
2891,CTE Logistics,130%,Logistics & Transportation,12.62,Washington,Sumner,Seattle,7
2892,Level Access,129%,Software,24.12,Virginia,Vienna,"Washington,DC",6
2893,California CareGivers Home Healthcare,129%,Health,6.96,California,Sacramento,Sacramento,2
2894,Excella Consulting,129%,IT System Development,71.31,Virginia,Arlington,"Washington,DC",6
2895,How To Manage A Small Law Firm,129%,Business Products & Services,11.05,Florida,Miami,Miami,5
2896,The Auxiliary Group,129%,Logistics & Transportation,18.14,Florida,Winter Garden,Orlando,5
2897,Weisser Distributing,129%,Consumer Products & Services,65.12,South Dakota,Tea,"Sioux Falls,SD",5
2898,Snap Agency,129%,Advertising & Marketing,2.36,Minnesota,Minneapolis,Minneapolis,2
2899,American Insurance Organization,129%,Insurance,29.52,Pennsylvania,Nazareth,Allentown,4
2900,Mayvin,129%,Government Services,26.29,Virginia,Annandale,"Washington,DC",6
2901,Sustainable Restaurant Group,129%,Food & Beverage,15.33,Oregon,Portland,Portland,1
2902,The Sheppard,129%,Advertising & Marketing,8.05,California,Glendale,Los Angeles,1
2903,Wheelhouse DMG,129%,Advertising & Marketing,6.27,Washington,Seattle,Seattle,4
2904,Alpha Paving Industries,129%,Construction,29.85,Texas,Round Rock,Austin,4
2905,GreenBanana SEO,129%,Advertising & Marketing,6.30,Massachusetts,Beverly,Boston,3
2906,Singleton Enterprises,129%,Construction,3.49,Texas,Arlington,Dallas,1
2907,Engage PEO,129%,Human Resources,32.71,Florida,Hollywood,Miami,4
2908,Delta Defense,129%,Consumer Products & Services,71.23,Wisconsin,West Bend,Milwaukee,8
2909,Developintelligence,129%,Education,8.10,Colorado,lafayette,Boulder,6
2910,Roofcare,129%,Construction,8.68,New Mexico,Albuquerque,"Albuquerque,NM",2
2911,Select Security,129%,Security,43.84,Pennsylvania,Lancaster,Lancaster,5
2912,Real People Realty,129%,Real Estate,9.90,Illinois,Mokena,Chicago,1
2913,TruePoint Communications,129%,Advertising & Marketing,2.60,Texas,Dallas,Dallas,2
2914,SketchDeck,129%,Software,3.61,California,San Jose,San Jose,1
2915,Tiempo Development,129%,Software,20.94,Arizona,Tempe,Phoenix,7
2916,ConnectPay,128%,Business Products & Services,5.07,Massachusetts,Foxborough,Boston,1
2917,Promoboxx,128%,Advertising & Marketing,7.38,Massachusetts,Boston,Boston,2
2918,Pondurance,128%,IT Management,7.36,Indiana,Indianapolis,Indianapolis,3
2919,Four Foods Group,128%,Food & Beverage,181.35,Utah,Pleasant Grove,Provo,8
2920,Advanced Flooring,128%,Construction,19.98,New York,valley cottage,New York,2
2921,Filterworks USA,128%,Business Products & Services,14.34,Florida,Deerfield Beach,Miami,3
2922,Fonteva,128%,Software,19.84,Virginia,Arlington,"Washington,DC",6
2923,Fors Marsh Group,128%,Government Services,47.92,Virginia,Arlington,"Washington,DC",7
2924,The Nines,128%,Retail,2.71,Minnesota,DETROIT LAKES,-,1
2925,HMT Associates,128%,Advertising & Marketing,9.59,Ohio,Cleveland,Cleveland,2
2926,US Patriot,128%,Retail,68.58,South Carolina,Columbia,Columbia,4
2927,nLogic,128%,Government Services,48.49,Alabama,Huntsville,Huntsville,10
2928,Docmation,128%,IT System Development,9.72,Georgia,Atlanta,Atlanta,2
2929,Patriot Pool and Spa,128%,Consumer Products & Services,2.91,Texas,Austin,Austin,2
2930,Downtown Catering Company,128%,Food & Beverage,2.21,South Carolina,Bluffton,Hilton Head Island,1
2931,PowerReviews,128%,Software,25.38,Illinois,Chicago,Chicago,2
2932,Local Marketing Solutions Group,128%,Advertising & Marketing,5.59,Illinois,Rolling Meadows,Chicago,2
2933,Evans,128%,Government Services,16.15,Virginia,Falls Church,"Washington,DC",6
2934,Design Extensions,127%,Advertising & Marketing,2.01,Florida,Saint Augustine,Jacksonville,1
2935,Bold Construction,127%,Construction,8.73,North Carolina,Chapel Hill,"Durham-Chapel Hill,NC",3
2936,ReedTMS Logistics,127%,Logistics & Transportation,205.28,Florida,Tampa,Tampa,1
2937,Sales Empowerment Group,127%,Business Products & Services,5.81,Illinois,Chicago,Chicago,5
2938,MarkSYS,127%,Advertising & Marketing,31.19,California,Rocklin,Sacramento,4
2939,IT Support RI,127%,IT Management,2.28,Rhode Island,North Smithfield,Providence,1
2940,Excel Services,127%,Construction,28.25,Kentucky,Louisville,Louisville,4
2941,Keyser,127%,Real Estate,10.65,Arizona,Scottsdale,Phoenix,1
2942,Cutting Edge Countertops,127%,Construction,23.39,Ohio,Perrysburg,"Toledo,OH",1
2943,Aventri,127%,Software,29.56,Connecticut,norwalk,Bridgeport,1
2944,Erus Energy,127%,Energy,54.82,Arizona,Phoenix,Phoenix,2
2945,Accucomp Appraisal Services,127%,Real Estate,5.76,Indiana,Fort Wayne,"Fort Wayne,IN",1
2946,Envisage,127%,IT Management,6.21,Massachusetts,Marlborough,Boston,1
2947,Buzz Franchise Brands,127%,Consumer Products & Services,18.73,Virginia,Virginia Beach,Virginia Beach,3
2948,Kyriba,127%,Software,113.42,California,San Diego,New York,7
2949,Schaal Plumbing-Heating & Cooling,127%,Construction,10.61,Iowa,Des Moines,Des Moines,3
2950,Southeast Veterinary Neurology,127%,Health,7.42,Florida,Miami,Miami,1
2951,Upper Edge Technologies,127%,Consumer Products & Services,3.73,Arkansas,West Memphis,Memphis,1
2952,Spire Digital,127%,Software,12.45,Colorado,Denver,Denver,3
2953,EPIC Insurance Brokers & Consultants,127%,Insurance,393.27,California,San Francisco,San Francisco,6
2954,Axiom Eco Pest Control,127%,Consumer Products & Services,5.35,Oregon,Milwaukie,Portland,2
2955,FedBiz IT Solutions,127%,Government Services,58.58,Virginia,Leesburg,"Washington,DC",4
2956,Local Loyalty Marketing Solutions NC,126%,Advertising & Marketing,2.13,North Carolina,Cary,Raleigh,1
2957,Edge,126%,Consumer Products & Services,35.55,Utah,Orem,Provo,5
2958,Alpha Premier,126%,Construction,2.60,Texas,Round Rock,Austin,1
2959,Jack Browns Joint,126%,Food & Beverage,16.14,Alabama,Birmingham,Birmingham,1
2960,Sandler Partners,126%,Telecommunications,90.73,California,California,Los Angeles,10
2961,EngeniusMicro,126%,Government Services,2.85,Alabama,Huntsville,Huntsville,1
2962,Enscicon,126%,Engineering,13.78,Colorado,Denver,Denver,3
2963,Janus International Group,126%,Manufacturing,484.02,Georgia,Temple,Atlanta,6
2964,Kumparison,126%,Advertising & Marketing,3.42,Colorado,Evergreen,Denver,2
2965,RXNT,126%,Software,15.46,Maryland,Annapolis,Baltimore,1
2966,MileMark Media,126%,Advertising & Marketing,2.90,Florida,Tampa,Miami,2
2967,SleepQuest,126%,Health,12.57,California,San Carlos,San Francisco,2
2968,CardioSolution,126%,Health,21.93,Ohio,Cincinnati,Cincinnati,3
2969,Abenity,126%,Business Products & Services,7.06,Tennessee,Franklin,Nashville,5
2970,Echo Health,126%,Health,148.56,Ohio,WESTLAKE,Cleveland,7
2971,Rank Crankers,126%,Advertising & Marketing,2.14,Minnesota,Minneapolis,Minneapolis,1
2972,Mojo Media Labs,126%,Advertising & Marketing,2.00,Texas,Irving,Dallas,1
2973,Engelke Construction Solutions,126%,Construction,45.76,Ohio,Brunswick,Cleveland,4
2974,Silverline,126%,IT System Development,50.46,New York,New York,New York,6
2975,Heartsmart.com,126%,Health,28.91,Connecticut,New Milford,"Torrington,CT",4
2976,Xyngular,126%,Consumer Products & Services,111.47,Utah,Lehi,Provo,4
2977,CollabraLink Technologies,126%,Government Services,45.29,Virginia,McLean,"Washington,DC",8
2978,Score a Score,126%,Media,4.18,California,Los Angeles,Los Angeles,4
2979,APIC Solutions,126%,Construction,16.54,New Mexico,Albuquerque,"Albuquerque,NM",1
2980,Portable Oxygen Solutions,125%,Health,2.63,North Carolina,Charlotte,Charlotte,2
2981,Agile Velocity,125%,Business Products & Services,6.56,Texas,Austin,Austin,3
2982,Reflex Sales Group,125%,Business Products & Services,8.88,California,Thousand Oaks,Oxnard,4
2983,OAC Services,125%,Construction,30.60,Washington,Seattle,Seattle,2
2984,Culinary Eye Catering and Events,125%,Food & Beverage,3.86,California,San Francisco,San Francisco,2
2985,Payroll4Construction.com,125%,Financial Services,10.96,Ohio,Strongsville,Cleveland,3
2986,Great Hire,125%,Human Resources,14.20,California,La Mirada,Inland Empire,1
2987,Union Home Mortgage,125%,Financial Services,155.64,Ohio,Strongsville,Cleveland,4
2988,TDK Technologies,125%,IT System Development,22.10,Missouri,Chesterfield,St. Louis,3
2989,Prosper Consulting,125%,Education,2.32,Oregon,Portland,Portland,1
2990,InfraWare,125%,Software,12.21,Indiana,Terre Haute,"Terre Haute,IN",3
2991,Owen Jones and Partners,125%,Advertising & Marketing,6.28,Oregon,Portland,Portland,1
2992,Objectstream,125%,Government Services,8.90,Oklahoma,Oklahoma City,Oklahoma City,4
2993,Chemlock Nutrition,125%,Food & Beverage,10.62,Ohio,Cincinnati,Cincinnati,2
2994,Nomadic Real Estate,124%,Real Estate,5.26,Washington DC,Washington,"Washington,DC",2
2995,Keller Williams Realty Capital District,124%,Real Estate,20.09,New York,Latham,Albany,2
2996,Sunrise Erectors,124%,Construction,91.97,Massachusetts,Canton,Boston,1
2997,Lindmark Outdoor Media,124%,Advertising & Marketing,8.71,Oklahoma,Norman,Oklahoma City,1
2998,Doberman Technologies,124%,IT Management,2.00,Michigan,Mason,"Lansing-East Lansing,MI",1
2999,LA Solar Group,124%,Energy,26.37,California,Van Nuys,Los Angeles,4
3000,AR Solutions,124%,IT Management,4.52,Delaware,Claymont,Philadelphia,1
3001,Kopis,124%,Software,6.30,South Carolina,Greenville,Greenville,1
3002,Yes&,124%,Advertising & Marketing,15.98,Virginia,Alexandria,"Washington,DC",2
3003,Aligne Wealth Preservation & Insurance Services,124%,Financial Services,2.13,California,Los Angeles,Los Angeles,1
3004,365 Retail Markets,124%,Software,51.95,Michigan,Troy,Detroit,4
3005,Virtus Partners,124%,Financial Services,69.86,Texas,Houston,Houston,1
3006,Snap Install,124%,Consumer Products & Services,7.76,Minnesota,Maple Grove,Minneapolis,1
3007,FirstClose,124%,Real Estate,12.02,Texas,Austin,Austin,4
3008,Ecotone,123%,Environmental Services,14.96,Maryland,Forest Hill,Baltimore,3
3009,Shaw + Scott,123%,Advertising & Marketing,11.20,Washington,Seattle,Seattle,5
3010,Busch Global,123%,Business Products & Services,8.88,Texas,Lakeway,Austin,3
